"DTXSID","name","product_name","general_category","product_type","minimum_weight_fraction","maximum_weight_fraction","reported_functional_use","harmonized_medium","reported_species","description","detected"
"DTXSID2021995","usgs_groundwater","121-45 cutter insect repellent-tick repellent formula mmii","Pesticides","insect repellent - skin",NA,NA,"active ingredient","landfill leachate",NA,"products for repelling insects from skin",19
"DTXSID2021995","usgs_groundwater","121-45 cutter insect repellent-tick repellent formula mmii","Pesticides","insect repellent - skin",NA,NA,"active ingredient","other-environmental",NA,"products for repelling insects from skin",4
"DTXSID2021995","usgs_groundwater","121-45 cutter insect repellent-tick repellent formula mmii","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",18
"DTXSID2021995","usgs_groundwater","121-45 cutter insect repellent-tick repellent formula mmii","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",14
"DTXSID2021995","usgs_groundwater","121-45 cutter insect repellent-tick repellent formula mmii","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",88
"DTXSID2021995","usgs_groundwater","121-45 cutter insect repellent-tick repellent formula mmii","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","landfill leachate",NA,"products for repelling insects from skin",19
"DTXSID2021995","usgs_groundwater","121-45 cutter insect repellent-tick repellent formula mmii","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","other-environmental",NA,"products for repelling insects from skin",4
"DTXSID2021995","usgs_groundwater","121-45 cutter insect repellent-tick repellent formula mmii","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",18
"DTXSID2021995","usgs_groundwater","14-0536-320",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","14-0536-320",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","14-0536-320",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","14-0536-320",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","14-0536-320",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","14-0536-320",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","14-0536-320",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","14-0536-320",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","14-0536-320",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","14-0536-320",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","14-0536-323",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","14-0536-323",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","14-0536-323",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","14-0536-323",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","14-0536-323",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","14-0536-323",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","14-0536-323",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","14-0536-323",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","14-0536-323",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","14-0536-323",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","19-0536-323_evergreen spray",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","19-0536-323_evergreen spray",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","19-0536-323_evergreen spray",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","19-0536-323_evergreen spray",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","19-0536-323_evergreen spray",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","19-0536-323_evergreen spray",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","19-0536-323_evergreen spray",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","19-0536-323_evergreen spray",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","19-0536-323_evergreen spray",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","19-0536-323_evergreen spray",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","329_ repel sportsmen insect repellent aeros","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",14
"DTXSID2021995","usgs_groundwater","329_ repel sportsmen insect repellent aeros","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",88
"DTXSID2021995","usgs_groundwater","329_ repel sportsmen insect repellent aeros","Pesticides","insect repellent - skin",NA,NA,"active ingredient","landfill leachate",NA,"products for repelling insects from skin",19
"DTXSID2021995","usgs_groundwater","329_ repel sportsmen insect repellent aeros","Pesticides","insect repellent - skin",NA,NA,"active ingredient","other-environmental",NA,"products for repelling insects from skin",4
"DTXSID2021995","usgs_groundwater","329_ repel sportsmen insect repellent aeros","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",18
"DTXSID2021995","usgs_groundwater","329_ repel sportsmen insect repellent aeros","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",14
"DTXSID2021995","usgs_groundwater","329_ repel sportsmen insect repellent aeros","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",88
"DTXSID2021995","usgs_groundwater","329_ repel sportsmen insect repellent aeros","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","landfill leachate",NA,"products for repelling insects from skin",19
"DTXSID2021995","usgs_groundwater","329_ repel sportsmen insect repellent aeros","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","other-environmental",NA,"products for repelling insects from skin",4
"DTXSID2021995","usgs_groundwater","329_ repel sportsmen insect repellent aeros","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",18
"DTXSID2021995","usgs_groundwater","359 curing agent",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","359 curing agent",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","359 curing agent",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","359 curing agent",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","359 curing agent",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","359 curing agent",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","359 curing agent",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","359 curing agent",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","359 curing agent",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","359 curing agent",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","aerosol insect spray",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","aerosol insect spray",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","aerosol insect spray",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","aerosol insect spray",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","aerosol insect spray",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","aerosol insect spray",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","aerosol insect spray",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","aerosol insect spray",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","aerosol insect spray",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","aerosol insect spray",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","airosol insect repellent",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","airosol insect repellent",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","airosol insect repellent",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","airosol insect repellent",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","airosol insect repellent",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","airosol insect repellent",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","airosol insect repellent",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","airosol insect repellent",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","airosol insect repellent",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","airosol insect repellent",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","backwoods cutter insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",14
"DTXSID2021995","usgs_groundwater","backwoods cutter insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",88
"DTXSID2021995","usgs_groundwater","backwoods cutter insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","landfill leachate",NA,"products for repelling insects from skin",19
"DTXSID2021995","usgs_groundwater","backwoods cutter insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","other-environmental",NA,"products for repelling insects from skin",4
"DTXSID2021995","usgs_groundwater","backwoods cutter insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",18
"DTXSID2021995","usgs_groundwater","backwoods cutter insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",14
"DTXSID2021995","usgs_groundwater","backwoods cutter insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",88
"DTXSID2021995","usgs_groundwater","backwoods cutter insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","landfill leachate",NA,"products for repelling insects from skin",19
"DTXSID2021995","usgs_groundwater","backwoods cutter insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","other-environmental",NA,"products for repelling insects from skin",4
"DTXSID2021995","usgs_groundwater","backwoods cutter insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",18
"DTXSID2021995","usgs_groundwater","bug barrier",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,28
"DTXSID2021995","usgs_groundwater","bug barrier",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,176
"DTXSID2021995","usgs_groundwater","bug barrier",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,38
"DTXSID2021995","usgs_groundwater","bug barrier",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,8
"DTXSID2021995","usgs_groundwater","bug barrier",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,36
"DTXSID2021995","usgs_groundwater","bug barrier",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,28
"DTXSID2021995","usgs_groundwater","bug barrier",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,176
"DTXSID2021995","usgs_groundwater","bug barrier",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,38
"DTXSID2021995","usgs_groundwater","bug barrier",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,8
"DTXSID2021995","usgs_groundwater","bug barrier",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,36
"DTXSID2021995","usgs_groundwater","bug barrier ii",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","bug barrier ii",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","bug barrier ii",NA,NA,NA,NA,"active ingredient","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","bug barrier ii",NA,NA,NA,NA,"active ingredient","other-environmental",NA,NA,4
"DTXSID2021995","usgs_groundwater","bug barrier ii",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,18
"DTXSID2021995","usgs_groundwater","bug barrier ii",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,14
"DTXSID2021995","usgs_groundwater","bug barrier ii",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,88
"DTXSID2021995","usgs_groundwater","bug barrier ii",NA,NA,NA,NA,"SKINPROTECTING","landfill leachate",NA,NA,19
"DTXSID2021995","usgs_groundwater","bug barrier ii",NA,NA,NA,NA,"SKINPROTECTING","other-environmental",NA,NA,4
